"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
ea_uri_crea_score_v2,examens_et_analyses_2," ",descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 23.9151%; height: 37px;"" border=""1""> <tbody> <tr> <td style=""width: 50.002%; border-style: hidden;""> </td> <td style=""width: 50.002%; text-align: center; border-style: hidden;"">mmol/L</td> </tr> <tr> <td style=""width: 50.002%; border-style: hidden;"">Créatine urinaire</td> <td style=""width: 50.002%; text-align: center; border-style: hidden;"">{ea_uri_crea_v2}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
ea_olo_gb_vr_v2,examens_et_analyses_2,,text,"Globules blancs",,,number,,,,,,,,,,
ea_pds_gb_va_v2,examens_et_analyses_2,,text,"Globules blancs",,,number,,,,,,,,,,
ea_olo_gb_va_v2,examens_et_analyses_2,,text,"Globules blancs",,,number,,,,,,,,,,
ea_pds_neu_vr_v2,examens_et_analyses_2,,text,Neutrophiles,,,number,,,,,,,,,,
ea_exp_neu_pour_v2,examens_et_analyses_2,,text,Neutrophiles,,,number,,,,,,,,,,
ea_olo_neu_vr_v2,examens_et_analyses_2,,text,Neutrophiles,,,number,,,,,,,,,,
ea_pds_neu_va_v2,examens_et_analyses_2,,text,Neutrophiles,,,number,,,,,,,,,,
ea_olo_neu_va_v2,examens_et_analyses_2,,text,Neutrophiles,,,number,,,,,,,,,,
ea_pds_lym_vr_v2,examens_et_analyses_2,,text,Lymphocytes,,,number,,,,,,,,,,
ea_exp_lym_pour_v2,examens_et_analyses_2,,text,Lymphocytes,,,number,,,,,,,,,,
ea_olo_lym_vr_v2,examens_et_analyses_2,,text,Lymphocytes,,,number,,,,,,,,,,
ea_pds_lym_va_v2,examens_et_analyses_2,,text,Lymphocytes,,,number,,,,,,,,,,
ea_olo_lym_va_v2,examens_et_analyses_2,,text,Lymphocytes,,,number,,,,,,,,,,
ea_pds_mono_vr_v2,examens_et_analyses_2,,text,Monocytes,,,number,,,,,,,,,,
ea_olo_mono_vr_v2,examens_et_analyses_2,,text,Monocytes,,,number,,,,,,,,,,
ea_pds_mono_va_v2,examens_et_analyses_2,,text,Monocytes,,,number,,,,,,,,,,
ea_olo_mono_va_v2,examens_et_analyses_2,,text,Monocytes,,,number,,,,,,,,,,
ea_pds_eos_vr_v2,examens_et_analyses_2,,text,Éosinophiles,,,number,,,,,,,,,,
ea_exp_eos_pour_v2,examens_et_analyses_2,,text,Éosinophiles,,,number,,,,,,,,,,
ea_olo_eos_vr_v2,examens_et_analyses_2,,text,Éosinophiles,,,number,,,,,,,,,,
ea_pds_eos_va_v2,examens_et_analyses_2,,text,Éosinophiles,,,number,,,,,,,,,,
ea_olo_eos_va_v2,examens_et_analyses_2,,text,Éosinophiles,,,number,,,,,,,,,,
ea_pds_baso_vr_v2,examens_et_analyses_2,,text,Basophiles,,,number,,,,,,,,,,
ea_olo_baso_vr_v2,examens_et_analyses_2,,text,Basophiles,,,number,,,,,,,,,,
ea_pds_baso_va_v2,examens_et_analyses_2,,text,Basophiles,,,number,,,,,,,,,,
ea_olo_baso_va_v2,examens_et_analyses_2,,text,Basophiles,,,number,,,,,,,,,,
ea_pds_pcreac_v2,examens_et_analyses_2,,text,"Protéine C-réactive sérique",,,number,,,,,,,,,,
ea_pds_pcal_v2,examens_et_analyses_2,,text,Procalcitonine,,,number,,,,,,,,,,
ea_feno_niox_v2,examens_et_analyses_2,,text,Niox,,,number,,,,,,,,,,
ea_feno_h_v2,examens_et_analyses_2,"Mesure du FeNO
",text,"Heure du FeNO",,,time,,,,,,,,,,
ea_feno_score_v2,examens_et_analyses_2,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 56.9853%; height: 76px;"" border=""1""> <tbody> <tr> <td style=""width: 100.251%;"" colspan=""2"">Heure de la mesure {ea_feno_h_v2}</td> </tr> <tr> <td style=""width: 50.1253%;"">Niox (ppb)</td> <td style=""width: 50.1253%;"">{ea_feno_niox_v2}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
ea_exp_macro_pour_v2,examens_et_analyses_2,,text,Macrophage,,,number,,,,,,,,,,
ea_exp_bronch_pour_v2,examens_et_analyses_2,,text,"Cellules bronchiques",,,number,,,,,,,,,,
ea_exp_via_pour_v2,examens_et_analyses_2,,text,Viabilité,,,number,,,,,,,,,,
ea_exp_contamin_pour_v2,examens_et_analyses_2,,text,"Contamination épithéliale",,,number,,,,,,,,,,
ea_exp_tcc_pour_v2,examens_et_analyses_2,,text,"Nombre de cellule total TCC",,,number,,,,,,,,,,
ea_exp_acn_pour_v2,examens_et_analyses_2,,text,"Nombre de cellule total ACN",,,number,,,,,,,,,,
ea_exp_type_v2,examens_et_analyses_2,,radio,"Type d'expectoration","1, Spontanée | 2, Induite",,,,,,,,RH,,,,
ea_exp_h_v2,examens_et_analyses_2,"EXPECTORATION

Analyse au laboratoire de pneumologie

",text,"Heure du test",,,time,,,,,,,,,,
ea_exp_prod_v2,examens_et_analyses_2,,radio,"EXPECTORATION PRODUITE","0, NON | 1, OUI",,,,,,,,LH,,,,
ea_exp_diff_v2,examens_et_analyses_2,,descriptive,"<div class=""rich-text-field-label""><p>Type:     {ea_exp_type_v2}</p> <p> </p> <table style=""border-collapse: collapse; width: 100%; height: 158.4px;"" border=""1""> <tbody> <tr style=""height: 17.6px;""> <td style=""width: 25.0165%; height: 17.6px;"">Différentiel cellulaire</td> <td style=""width: 25.0165%; height: 17.6px; text-align: center;"">%</td> <td style=""width: 25.0165%; height: 70.4px; text-align: center;"" rowspan=""4"">Nombre de cellule total (TCC)</td> <td style=""height: 70.4px; width: 24.9506%; text-align: center;"" rowspan=""4"">{ea_exp_tcc_pour_v2} x 10<sup>6</sup></td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 25.0165%; height: 17.6px;"">Neutrophiles</td> <td style=""width: 25.0165%; height: 17.6px; text-align: center;"">{ea_exp_neu_pour_v2}</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 25.0165%; height: 17.6px;"">Lymphocytes</td> <td style=""width: 25.0165%; height: 17.6px; text-align: center;"">{ea_exp_lym_pour_v2}</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 25.0165%; height: 17.6px;"">Macrophages</td> <td style=""width: 25.0165%; height: 17.6px; text-align: center;"">{ea_exp_macro_pour_v2}</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 25.0165%; height: 17.6px;"">Éosinophiles</td> <td style=""width: 25.0165%; height: 17.6px; text-align: center;"">{ea_exp_eos_pour_v2}</td> <td style=""width: 25.0165%; height: 88px; text-align: center;"" rowspan=""4"">Nombre absolu de cellules (ACN)</td> <td style=""height: 88px; width: 24.9506%; text-align: center;"" rowspan=""4"">{ea_exp_acn_pour_v2} x 10<sup>6</sup>/g de plug</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 25.0165%; height: 17.6px;"">Cellules bronchiques</td> <td style=""width: 25.0165%; height: 17.6px; text-align: center;"">{ea_exp_bronch_pour_v2}</td> </tr> <tr style=""height: 35.2px;""> <td style=""width: 25.0165%; height: 35.2px;"">Contamination de cellules pavimenteuses</td> <td style=""width: 25.0165%; height: 35.2px; text-align: center;"">{ea_exp_contamin_pour_v2}</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 25.0165%; height: 17.6px;"">Viabilité</td> <td style=""width: 25.0165%; height: 17.6px; text-align: center;"">{ea_exp_via_pour_v2}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
ea_com_expecto_v2,examens_et_analyses_2,,notes,"Commentaires expectoration",,,,,,,,,LH,,,,
ea_exp_micro_v2,examens_et_analyses_2,"Analyse en microbiologie",radio,,"1, OUI | 0, NON",,,,,,,,LH,,,,
ea_exp_micro_pos_v2,examens_et_analyses_2,,radio,"Culture positive?","1, OUI | 0, NON",,,,,,,,LH,,,,
ea_exp_micro_res_v2,examens_et_analyses_2,,notes,Résultats,,,,,,,"[ea_exp_micro_v2] = '1'",,LH,,,,
ea_ano_v2,examens_et_analyses_2,"ANOMALIE CLINIQUEMENT SIGNIFICATIVE",radio,Anomalie,"0, NON | 1, OUI",,,,,,,,,,,,
ea_ano_comm_v2,examens_et_analyses_2,,notes,"Suivi et notes au dossier",,,,,,,"[ea_ano_v2] = '1'",,LH,,,,
ea_com_v2,examens_et_analyses_2,"COMMENTAIRES À LA SECTION EXAMENS ET ANALYSES",notes,,,,,,,,,,LH,,,,
ma_accepte,monitoring_ambulatoire,,radio,"Patient accepte de participer au volet monitoring ambulatoire","0, Non | 1, Oui",,,,,,,,,,,,
ma_tab,monitoring_ambulatoire,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.066%; height: 216.8px;"" border=""1""> <tbody> <tr style=""height: 17.6px;""> <td style=""width: 6.18421%;""> </td> <td style=""width: 8.55263%; height: 17.6px;""> </td> <td style=""width: 12.1711%; height: 17.6px; text-align: center;"">JOUR 1</td> <td style=""width: 12.1711%; height: 17.6px; text-align: center;"">JOUR 2</td> <td style=""width: 12.1711%; height: 17.6px; text-align: center;"">JOUR 3</td> <td style=""width: 12.1711%; height: 17.6px; text-align: center;"">JOUR 4</td> <td style=""width: 12.1711%; height: 17.6px; text-align: center;"">JOUR 5 </td> <td style=""width: 12.1711%; height: 17.6px; text-align: center;"">JOUR 6 </td> <td style=""width: 12.1711%; height: 17.6px; text-align: center;"">JOUR 7</td> </tr> <tr style=""height: 66.4px;""> <td style=""width: 6.18421%;"" rowspan=""9""> <p style=""text-align: center;"">ACD</p> <p> </p> </td> <td style=""width: 8.55263%; height: 66.4px;""> <p>DEP</p> <p>(L/min)</p> </td> <td style=""width: 12.1711%; height: 66.4px; text-align: center;"">{ma_depj1}</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center;"">{ma_depj2}</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center;"">{ma_depj3}</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center;"">{ma_depj4}</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center;"">{ma_depj5}</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center;"">{ma_depj6}</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center;"">{ma_depj7}</td> </tr> <tr style=""height: 66.4px;""> <td style=""width: 8.55263%; height: 66.4px; border-color: #169179;"">Q1. Combien de fois réveillé(e) la nuit?</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center; border-color: #169179;"">{ma_acd_q1j1}</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center; border-color: #169179;"">{ma_acd_q1j2}</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center; border-color: #169179;"">{ma_acd_q1j3}</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center; border-color: #169179;"">{ma_acd_q1j4}</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center; border-color: #169179;"">{ma_acd_q1j5}</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center; border-color: #169179;"">{ma_acd_q1j6}</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center; border-color: #169179;"">{ma_acd_q1j7}</td> </tr> <tr> <td style=""width: 8.55263%; border-color: #169179;"">Q2. Intensité des symptômes au réveil?</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q2j1}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q2j2}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q2j3}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q2j4}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q2j5}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q2j6}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q2j7}</td> </tr> <tr> <td style=""width: 8.55263%; border-color: #169179;"">Q3. Limité dans les activités?</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q3j1}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q3j2}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q3j3}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q3j4}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q3j5}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q3j6}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q3j7}</td> </tr> <tr> <td style=""width: 8.55263%; border-color: #169179;"">Q4. Essouflé(e)?</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q4j1}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q4j2}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q4j3}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q4j4}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q4j5}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q4j6}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q4j7}</td> </tr> <tr> <td style=""width: 8.55263%; border-color: #169179;"">Q5. Fréquence respiration sifflante?</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q5j1}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q5j2}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q5j3}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q5j4}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q5j5}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q5j6}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q5j7}</td> </tr> <tr> <td style=""width: 8.55263%; border-color: #169179;"">Q6. Nombre total de puffs de bronchodilatateur</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q6j1}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q6j2}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q6j3}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q6j4}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q6j5}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q6j6}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_acd_q6j7}</td> </tr> <tr> <td style=""width: 8.55263%; border-color: #169179;"">Questionnaire score total</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_total_j1}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_total_j2}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_total_j3}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_total_j4}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_total_j5}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_total_j6}</td> <td style=""width: 12.1711%; text-align: center; border-color: #169179;"">{ma_total_j7}</td> </tr> <tr style=""height: 66.4px;""> <td style=""width: 8.55263%; height: 66.4px; border-color: #169179;""> <p>Questionnaire</p> <p>score moyen</p> </td> <td style=""width: 12.1711%; height: 66.4px; text-align: center; border-color: #169179;"">{ma_moy_j1}</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center; border-color: #169179;"">{ma_moy_j2}</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center; border-color: #169179;"">{ma_moy_j3}</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center; border-color: #169179;"">{ma_moy_j4}</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center; border-color: #169179;"">{ma_moy_j5}</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center; border-color: #169179;"">{ma_moy_j6}</td> <td style=""width: 12.1711%; height: 66.4px; text-align: center; border-color: #169179;"">{ma_moy_j7}</td> </tr> <tr> <td style=""width: 6.18421%; background-color: #236fa1;""> <p style=""text-align: center;"">Mesure du FeNO</p> </td> <td style=""width: 8.55263%; height: 66.4px; background-color: #236fa1;""> <p>FeNO</p> <p>(ppb)</p> </td> <td style=""width: 12.1711%; height: 66.4px; background-color: #236fa1; text-align: center;"">{ma_fenoj1}</td> <td style=""width: 12.1711%; height: 66.4px; background-color: #236fa1; text-align: center;"">{ma_fenoj2}</td> <td style=""width: 12.1711%; height: 66.4px; background-color: #236fa1; text-align: center;"">{ma_fenoj3}</td> <td style=""width: 12.1711%; height: 66.4px; background-color: #236fa1; text-align: center;"">{ma_fenoj4}</td> <td style=""width: 12.1711%; height: 66.4px; background-color: #236fa1; text-align: center;"">{ma_fenoj5}</td> <td style=""width: 12.1711%; height: 66.4px; background-color: #236fa1; text-align: center;"">{ma_fenoj6}</td> <td style=""width: 12.1711%; height: 66.4px; background-color: #236fa1; text-align: center;"">{ma_fenoj7}</td> </tr> </tbody> </table></div>",,,,,,,"[ma_accepte] = '1'",,,,,,
ma_fenoj1,monitoring_ambulatoire,,text,"FeNO j1",,,number,,,,,,,,,,
ma_fenoj2,monitoring_ambulatoire,,text,"FeNO j2",,,number,,,,,,,,,,
ma_fenoj3,monitoring_ambulatoire,,text,"FeNO j3",,,number,,,,,,,,,,
ma_fenoj4,monitoring_ambulatoire,,text,"FeNO j4",,,number,,,,,,,,,,
ma_fenoj5,monitoring_ambulatoire,,text,"FeNO j5",,,number,,,,,,,,,,
ma_fenoj6,monitoring_ambulatoire,,text,"FeNO j6",,,number,,,,,,,,,,
ma_fenoj7,monitoring_ambulatoire,,text,"FeNO j7",,,number,,,,,,,,,,
ma_depj1,monitoring_ambulatoire,,text,"DEP j1",,,number,,,,,,,,,,
ma_depj2,monitoring_ambulatoire,,text,"DEP j2",,,number,,,,,,,,,,
ma_depj3,monitoring_ambulatoire,,text,"DEP j3",,,number,,,,,,,,,,
ma_depj4,monitoring_ambulatoire,,text,"DEP j4",,,number,,,,,,,,,,
ma_depj5,monitoring_ambulatoire,,text,"DEP j5",,,number,,,,,,,,,,
ma_depj6,monitoring_ambulatoire,,text,"DEP j6",,,number,,,,,,,,,,
ma_depj7,monitoring_ambulatoire,,text,"DEP j7",,,number,,,,,,,,,,
ma_acd_q1j1,monitoring_ambulatoire,,text,ACD-q1j1,,,integer,,,,,,,,,,
ma_acd_q1j2,monitoring_ambulatoire,,text,ACD-q1j2,,,integer,,,,,,,,,,
ma_acd_q1j3,monitoring_ambulatoire,,text,ACD-q1j3,,,integer,,,,,,,,,,
ma_acd_q1j4,monitoring_ambulatoire,,text,ACD-q1j4,,,integer,,,,,,,,,,
ma_acd_q1j5,monitoring_ambulatoire,,text,ACD-q1j5,,,integer,,,,,,,,,,
ma_acd_q1j6,monitoring_ambulatoire,,text,ACD-q1j6,,,integer,,,,,,,,,,
ma_acd_q1j7,monitoring_ambulatoire,,text,ACD-q1j7,,,integer,,,,,,,,,,
ma_total_j1,monitoring_ambulatoire,,calc,"Q total Jour 1",[ma_acd_q1j1]+[ma_acd_q2j1]+[ma_acd_q3j1]+[ma_acd_q4j1]+[ma_acd_q5j1]+[ma_acd_q6j1],,,,,,,,,,,,
ma_moy_j1,monitoring_ambulatoire,,calc,"Q moyenne Jour 1","roundup([ma_total_j1]/6,2)",,,,,,,,,,,,
ma_acd_q2j1,monitoring_ambulatoire,,text,ACD-q2j1,,,integer,,,,,,,,,,
ma_acd_q2j2,monitoring_ambulatoire,,text,ACD-q2j2,,,integer,,,,,,,,,,
ma_acd_q2j3,monitoring_ambulatoire,,text,ACD-q2j3,,,integer,,,,,,,,,,
ma_acd_q2j4,monitoring_ambulatoire,,text,ACD-q2j4,,,integer,,,,,,,,,,
ma_acd_q2j5,monitoring_ambulatoire,,text,ACD-q2j5,,,integer,,,,,,,,,,
ma_acd_q2j6,monitoring_ambulatoire,,text,ACD-q2j6,,,integer,,,,,,,,,,
ma_acd_q2j7,monitoring_ambulatoire,,text,ACD-q2j7,,,integer,,,,,,,,,,
ma_total_j2,monitoring_ambulatoire,,calc,"Q total Jour 2",[ma_acd_q1j2]+[ma_acd_q2j2]+[ma_acd_q3j2]+[ma_acd_q4j2]+[ma_acd_q5j2]+[ma_acd_q6j2],,,,,,,,,,,,
ma_moy_j2,monitoring_ambulatoire,,calc,"Q moyenne Jour 2","roundup([ma_total_j2]/6,2)",,,,,,,,,,,,
ma_acd_q3j1,monitoring_ambulatoire,,text,ACD-q3j1,,,integer,,,,,,,,,,
ma_acd_q3j2,monitoring_ambulatoire,,text,ACD-q3j2,,,integer,,,,,,,,,,
ma_acd_q3j3,monitoring_ambulatoire,,text,ACD-q3j3,,,integer,,,,,,,,,,
ma_acd_q3j4,monitoring_ambulatoire,,text,ACD-q3j4,,,integer,,,,,,,,,,
ma_acd_q3j5,monitoring_ambulatoire,,text,ACD-q3j5,,,integer,,,,,,,,,,
ma_acd_q3j6,monitoring_ambulatoire,,text,ACD-q3j6,,,integer,,,,,,,,,,
ma_acd_q3j7,monitoring_ambulatoire,,text,ACD-q3j7,,,integer,,,,,,,,,,
ma_total_j3,monitoring_ambulatoire,,calc,"Q total Jour 3",[ma_acd_q1j3]+[ma_acd_q2j3]+[ma_acd_q3j3]+[ma_acd_q4j3]+[ma_acd_q5j3]+[ma_acd_q6j3],,,,,,,,,,,,
ma_moy_j3,monitoring_ambulatoire,,calc,"Q moyenne Jour 3","roundup([ma_total_j3]/6,2)",,,,,,,,,,,,
ma_acd_q4j1,monitoring_ambulatoire,,text,ACD-q4j1,,,integer,,,,,,,,,,
ma_acd_q4j2,monitoring_ambulatoire,,text,ACD-q4j2,,,integer,,,,,,,,,,
ma_acd_q4j3,monitoring_ambulatoire,,text,ACD-q4j3,,,integer,,,,,,,,,,
ma_acd_q4j4,monitoring_ambulatoire,,text,ACD-q4j4,,,integer,,,,,,,,,,
ma_acd_q4j5,monitoring_ambulatoire,,text,ACD-q4j5,,,integer,,,,,,,,,,
ma_acd_q4j6,monitoring_ambulatoire,,text,ACD-q4j6,,,integer,,,,,,,,,,
ma_acd_q4j7,monitoring_ambulatoire,,text,ACD-q4j7,,,integer,,,,,,,,,,
ma_total_j4,monitoring_ambulatoire,,calc,"Q total Jour 4",[ma_acd_q1j4]+[ma_acd_q2j4]+[ma_acd_q3j4]+[ma_acd_q4j4]+[ma_acd_q5j4]+[ma_acd_q6j4],,,,,,,,,,,,
ma_moy_j4,monitoring_ambulatoire,,calc,"Q moyenne Jour 4","roundup([ma_total_j4]/6,2)",,,,,,,,,,,,
ma_acd_q5j1,monitoring_ambulatoire,,text,ACD-q5j1,,,integer,,,,,,,,,,
ma_acd_q5j2,monitoring_ambulatoire,,text,ACD-q5j2,,,integer,,,,,,,,,,
ma_acd_q5j3,monitoring_ambulatoire,,text,ACD-q5j3,,,integer,,,,,,,,,,
ma_acd_q5j4,monitoring_ambulatoire,,text,ACD-q5j4,,,integer,,,,,,,,,,
ma_acd_q5j5,monitoring_ambulatoire,,text,ACD-q5j5,,,integer,,,,,,,,,,
ma_acd_q5j6,monitoring_ambulatoire,,text,ACD-q5j6,,,integer,,,,,,,,,,
ma_acd_q5j7,monitoring_ambulatoire,,text,ACD-q5j7,,,integer,,,,,,,,,,
ma_total_j5,monitoring_ambulatoire,,calc,"Q total Jour 5","[ma_acd_q1j5]+[ma_acd_q2j5]+[ma_acd_q3j5]+[ma_acd_q4j5]+[ma_acd_q5j5]+ [ma_acd_q6j5]",,,,,,,,,,,,
ma_moy_j5,monitoring_ambulatoire,,calc,"Q moyenne Jour 5","roundup([ma_total_j5]/6,2)",,,,,,,,,,,,
ma_acd_q6j1,monitoring_ambulatoire,,text,ACD-q6j1,,,integer,,,,,,,,,,
ma_acd_q6j2,monitoring_ambulatoire,,text,ACD-q6j2,,,integer,,,,,,,,,,
ma_acd_q6j3,monitoring_ambulatoire,,text,ACD-q6j3,,,integer,,,,,,,,,,
ma_acd_q6j4,monitoring_ambulatoire,,text,ACD-q6j4,,,integer,,,,,,,,,,
ma_acd_q6j5,monitoring_ambulatoire,,text,ACD-q6j5,,,integer,,,,,,,,,,
ma_acd_q6j6,monitoring_ambulatoire,,text,ACD-q6j6,,,integer,,,,,,,,,,
ma_acd_q6j7,monitoring_ambulatoire,,text,ACD-q6j7,,,integer,,,,,,,,,,
ma_total_j6,monitoring_ambulatoire,,calc,"Q total Jour 6",[ma_acd_q1j6]+[ma_acd_q2j6]+[ma_acd_q3j6]+[ma_acd_q4j6]+[ma_acd_q5j6]+[ma_acd_q6j6],,,,,,,,,,,,
ma_moy_j6,monitoring_ambulatoire,,calc,"Q moyenne Jour 6","roundup([ma_total_j6]/6,2)",,,,,,,,,,,,
ma_total_j7,monitoring_ambulatoire,,calc,"Q total Jour 7",[ma_acd_q1j7]+[ma_acd_q2j7]+[ma_acd_q3j7]+[ma_acd_q4j7]+[ma_acd_q5j7]+[ma_acd_q6j7],,,,,,,,,,,,
ma_moy_j7,monitoring_ambulatoire,,calc,"Q moyenne Jour 7","roundup([ma_total_j7]/6,2)",,,,,,,,,,,,
ma_com,monitoring_ambulatoire,COMMENTAIRES,notes,,,,,,,,,,LH,,,,
qs_rempli_bf,questionnaire_de_satisfaction," ",radio,"La section Biofire de ce questionnaire peut-elle être remplie?","1, OUI | 0, NON",,,,,,,y,LH,,,,
qs_raison_bf,questionnaire_de_satisfaction,,notes,"Précisez pourquoi",,,,,,,"[qs_rempli_bf] = '0'",,LH,,,,
qs_b_1_1,questionnaire_de_satisfaction,"Partie B: BIOFIRE
1. Indiquez votre niveau d'accord avec les QUATRE énoncés suivants. Pour chaque question, considérez seulement votre expérience avec le test nasopharyngé BIOFIRE qui a pu déterminer si vous aviez une infection des voies respiratoires supérieures.",radio,"Le délai du test au résultat était rapide","0, Pas du tout d'accord | 1, Pas d'accord | 2, Neutre | 3, D'accord | 4, Tout à fait d'accord",,,,,,"[qs_rempli_bf] = '1'",,,,qs_tab_b1,,
qs_b_1_2,questionnaire_de_satisfaction,,radio,"Le résultat communiqué était clair","0, Pas du tout d'accord | 1, Pas d'accord | 2, Neutre | 3, D'accord | 4, Tout à fait d'accord",,,,,,"[qs_rempli_bf] = '1'",,,,qs_tab_b1,,
qs_b_1_3,questionnaire_de_satisfaction,,radio,"Le cas échéant, la présence d'une infection virale au niveau des voies respiratoires supérieures m'a rassuré quant à la non-nécessité d'antibiotiques","0, Pas du tout d'accord | 1, Pas d'accord | 2, Neutre | 3, D'accord | 4, Tout à fait d'accord",,,,,,"[qs_rempli_bf] = '1'",,,,qs_tab_b1,,
qs_b_1_4,questionnaire_de_satisfaction,,radio,"Le cas échéant, la présence d'une infection bactérienne au niveau des voies respiratoires supérieures m'a rassuré quant à la nécessité d'antibiotiques","0, Pas du tout d'accord | 1, Pas d'accord | 2, Neutre | 3, D'accord | 4, Tout à fait d'accord",,,,,,"[qs_rempli_bf] = '1'",,,,qs_tab_b1,,
